(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.92578125, 0)
(198.6328125, 0)
