2.71797180176e-05,(99.609375, 0.0)
0.0141031742096,(99.609375, 0.0)
0.024257183075,(99.609375, 0.0)
0.0344021320343,(99.609375, 0.0)
0.0445461273193,(99.609375, 0.0)
0.0546929836273,(99.609375, 0.0)
0.0648400783539,(99.609375, 0.0)
0.0750021934509,(99.609375, 0.0)
0.0851581096649,(99.609375, 0.0)
0.0953149795532,(99.609375, 0.0)
0.10547709465,(99.609375, 0.0)
0.115617990494,(99.609375, 0.0)
0.125775098801,(99.609375, 0.0)
0.135965108871,(99.609375, 0.0)
0.148058176041,(99.609375, 0.0)
0.158215999603,(99.609375, 0.0)
0.168372154236,(99.609375, 0.0)
0.18035697937,(99.609375, 0.0)
0.190946102142,(99.609375, 0.0)
0.201110124588,(99.609375, 0.0)
0.212435007095,(99.609375, 0.0)
0.222978115082,(99.609375, 0.0)
0.233136177063,(99.609375, 0.0)
0.243285179138,(99.609375, 0.0)
0.253445148468,(99.609375, 0.0)
0.263597011566,(99.609375, 0.0)
0.273754119873,(99.609375, 0.0)
0.284011125565,(99.609375, 0.0)
0.294229984283,(99.609375, 0.0)
0.304375171661,(99.609375, 0.0)
0.314514160156,(99.609375, 0.0)
0.32467007637,(96.09375, 0.0)
0.33482003212,(96.09375, 0.0)
0.345008134842,(96.09375, -2.674486804)
0.35516500473,(91.9921875, -2.674486804)
0.365313053131,(91.9921875, -2.674486804)
0.375487089157,(91.9921875, -38.780058657999994)
0.385640144348,(91.9921875, -38.780058657999994)
0.395797014236,(91.9921875, -38.780058657999994)
0.405961036682,(91.9921875, -38.780058657999994)
0.416134119034,(91.9921875, -38.780058657999994)
0.426285028458,(91.9921875, -38.780058657999994)
0.436401128769,(91.9921875, -38.780058657999994)
0.446550130844,(91.9921875, -38.780058657999994)
0.456701040268,(91.9921875, -38.780058657999994)
0.466917991638,(91.9921875, -38.780058657999994)
0.477150201797,(91.9921875, -38.780058657999994)
0.48730301857,(91.9921875, -38.780058657999994)
0.497457027435,(91.9921875, -38.780058657999994)
0.507610082626,(91.9921875, -38.780058657999994)
0.51776099205,(91.9921875, -38.780058657999994)
0.528017997742,(91.9921875, -38.780058657999994)
0.538194179535,(91.9921875, -38.780058657999994)
0.548344135284,(84.375, -38.780058657999994)
0.55851817131,(84.375, -38.780058657999994)
