(289.453125, 350)
(288.8671875, 350)
(288.57421875, 350)
(288.8671875, 350)
(289.453125, 350)
(290.0390625, 350)
(290.625, 350)
(290.0390625, 350)
(289.16015625, 350)
(288.8671875, 350)
(288.57421875, 350)
(289.16015625, 350)
(290.0390625, 350)
(290.625, 350)
(290.625, 350)
(289.453125, 350)
(288.8671875, 350)
(288.8671875, 350)
(288.8671875, 350)
(289.453125, 350)
(290.33203125, 350)
(290.625, 350)
(289.453125, 350)
(288.8671875, 350)
(288.57421875, 350)
(288.8671875, 350)
(290.0390625, 350)
(290.625, 350)
(290.625, 350)
(290.33203125, 350)
(289.453125, 350)
(289.16015625, 350)
(288.57421875, 350)
(288.8671875, 350)
(290.0390625, 350)
(290.33203125, 350)
(290.625, 350)
(290.625, 350)
(289.453125, 350)
(288.8671875, 350)
(288.57421875, 350)
(288.8671875, 350)
(289.453125, 350)
(290.33203125, 350)
(290.625, 350)
(290.33203125, 350)
(276.85546875, 350)
(261.03515625, 350)
(244.3359375, 350)
(227.9296875, 350)
(212.109375, 350)
(198.92578125, 350)
(198.6328125, 350)
(198.6328125, 350)
(199.8046875, 350)
(200.390625, 350)
(200.68359375, 350)
(200.68359375, 350)
(199.8046875, 350)
(198.92578125, 350)
(198.6328125, 350)
(198.6328125, 350)
(200.09765625, 350)
(200.390625, 350)
(200.68359375, 350)
(200.390625, 350)
(199.21875, 350)
(198.6328125, 350)
(198.6328125, 350)
(198.92578125, 350)
(200.09765625, 350)
(200.390625, 350)
(200.68359375, 350)
(200.390625, 350)
(199.21875, 350)
(198.6328125, 350)
(198.6328125, 350)
(198.92578125, 350)
(200.390625, 350)
(200.390625, 350)
(200.68359375, 350)
(200.390625, 350)
(199.8046875, 350)
(198.6328125, 350)
(198.92578125, 350)
(200.09765625, 350)
(200.390625, 350)
